sourceurl,sqldate,title,scrape_status,in_zambia_confidence,mining_related_confidence,impact_confidence,impact_evidence,mine_name,region,mineral_type,mining_company,impact_level1,impact_level2,impact_level3
https://insiderzim.com/the-good-the-bad-and-the-alarming-hichilemas-first-100-days-in-zambia/,20211206,"The good, the bad and the alarming: Hichilema's first 100 days in Zambia | The Insider",live_ok_trafilatura,1.0,0.95,0.8,"Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""the government has formulated a better mechanism of collecting royalties, which had been a perennial source of conflict with extractives companies."" || Governance | Regulation, Compliance & Institutions | Mining permitting and licensing practices -> ""questions remain, stemming from the previous administration's takeover of the Glencore-operated Mopani copper mines and its handling of the liquidation of the Vedanta-owned Konkola mines."" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""It is betting on economic growth and improved revenues from copper, but Zambia's economy is precarious and failure to reach a deal with the IMF or a fall in copper prices could lead to a dramatic collapse.""",Mopani; Konkola,,copper,Glencore; Vedanta,Governance || Governance || Social,"Regulation, Compliance & Institutions || Regulation, Compliance & Institutions || Livelihoods & Economy",Legislative and regulatory framework effectiveness || Mining permitting and licensing practices || Income generation and poverty reduction or exacerbation
https://swarajyamag.com/world/how-chinese-debt-trap-diplomacy-is-costing-poor-yet-aspiring-nations-their-sovereignty,20211204,How Chinese 'Debt-Trap Diplomacy' Is Costing Poor-Yet-Aspiring Nations Their Sovereignty,live_ok_trafilatura,0.95,0.95,0.9,"Social | Equity, Rights & Vulnerable Groups | Land ownership impacts and regional value changes -> ""Zambia may end up losing its mining assets to China as a result of its failure to repay the debt it owes to China."" | ""Now China is seeking to liquidate Konkola copper mines and other mining assets."" || Governance | Transparency & Accountability | Corporate transparency and reporting -> ""We had known for a long time that there was non-full disclosure… So now that we're in, we are beginning to see that the debt numbers that were being talked about officially are not really the comprehensive numbers""",Konkola copper mines,,copper,,Social || Governance,"Equity, Rights & Vulnerable Groups || Transparency & Accountability",Land ownership impacts and regional value changes || Corporate transparency and reporting
https://www.businesslive.co.za/bd/opinion/2021-12-05-simon-wolfe-zambias-hichilema-delivers-mixed-scorecard-in-first-100-days/,20211205,SIMON WOLFE: Zambia's Hichilema delivers mixed scorecard in first 100 days,live_ok_trafilatura,0.98,0.98,0.85,"Governance | Transparency & Accountability | Anti-corruption and bribery risks -> ""Just a few weeks ago Africa Confidential reported that the $40m advance from the last-minute sale of part of Konkola Copper Mines (KCM) to Trafigura has disappeared."" | ""Milingo Lungu allegedly arranged to pre-sell $100m worth of copper to Trafigura just weeks before the August general election. Milingo Lungu is now facing theft and money-laundering allegations involving 4.4-million kwacha."" || Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""the country is looking to encourage investment back into the country by announcing royalty tax breaks for miners."" || Governance | Reputation & Social License | Mining image and public perception -> ""if Zambia once again falls prey to the type of state corruption that we have seen over the past decade investment will be slow to follow. Investors will be on their guard.""",Konkola Copper Mines (KCM),,copper,Vedanta,Governance || Governance || Governance,"Transparency & Accountability || Regulation, Compliance & Institutions || Reputation & Social License",Anti-corruption and bribery risks || Legislative and regulatory framework effectiveness || Mining image and public perception
https://www.devdiscourse.com/article/headlines/1833748-will-support-zambian-govt-in-green-energy-transition-goals-vedanta,20211203,Will support Zambian govt in green energy transition goals: Vedanta | Headlines,live_ok_trafilatura,0.99,0.95,0.72,"Environmental | Air & Climate | Clean/renewable energy integration (mitigation-related impact) -> ""Will work with the government to use green energy for KCM, ensuring it is running and we are mining sustainably, benefiting both the environment and bringing stability to the local communities."" | ""transition Zambia into more sustainable sources of energy, encompassing its already present capabilities for hydro power"" || Social | Living Conditions & Social Fabric | Livability (cost of living, food security, communication services) -> ""Demand for power in the country has been increasing over the last few years but generation capacity remains stagnant. This is causing instability in the more rural populations, including the local communities around the Konkola Copper Mines (KCM)."" | ""Vedanta is committed to aid the government in its vision, including supporting new industry initiatives as well as providing energy security for KCM and its surrounding population."" || Governance | Stakeholder Engagement & Rights | Stakeholder inclusion in decision-making -> ""Vedanta look forward to working closely with the newly appointed Green Economy and Environment Minister to further progress this initiative"" | ""Vedanta will work with the government to use green energy for KCM""",Konkola Copper Mines,,copper,Vedanta,Environmental || Social || Governance,Air & Climate || Living Conditions & Social Fabric || Stakeholder Engagement & Rights,"Clean/renewable energy integration (mitigation-related impact) || Livability (cost of living, food security, communication services) || Stakeholder inclusion in decision-making"
https://www.diamondworld.net/Content/Gemfields-promotes-Phillips-Treasures-from-Zambia/26024,20211202,Gemfields promotes Phillips' Treasures from Zambia,live_ok_trafilatura,0.95,0.95,0.75,"Social | Living Conditions & Social Fabric | Social infrastructure and amenities (education, healthcare, public services, leisure) -> ""A key Gemfields tenet is that Africa's gemstone wealth must contribute meaningfully not only to host-country economies, but also to host communities and their next generations by way of education, healthcare and livelihoods projects."" | ""The collector and Phillips have selected for Zambian projects to benefit from the sale of these Zambian treasures."" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""part of the proceeds from the sale of the collection will benefit the Gemfields Foundation."" | ""Phillips has generously pledged to match this sum, enabling an even greater positive impact."" | ""The collector and Phillips have selected for Zambian projects to benefit from the sale of these Zambian treasures."" || Governance | Transparency & Accountability | Corporate transparency and reporting -> ""Launched in January 2021, the Gemfields Foundation is a UK-registered charity that funnels 100% of donor funds directly towards projects. Administrative overheads are absorbed by Gemfields Limited and enablers on the ground are provided by Gemfields' mining operations, meaning donations are able to go a long way, and quickly."" | ""part of the proceeds from the sale of the collection will benefit the Gemfields Foundation.""",Kagem mine,,emerald,Gemfields,Social || Social || Governance,Living Conditions & Social Fabric || Livelihoods & Economy || Transparency & Accountability,"Social infrastructure and amenities (education, healthcare, public services, leisure) || Income generation and poverty reduction or exacerbation || Corporate transparency and reporting"
https://www.hrw.org/news/2021/09/01/submission-zambia-committee-rights-child,20211206,Submission on Zambia to the Committee on the Rights of the Child | Human Rights Watch,live_ok_trafilatura,0.99,0.99,0.9,"Environmental | Land, Soil & Geology | Tailings generation and management -> ""the mine's and smelter's waste dumps, which contain about 3 million tons of tailings from the mining and 2.5 millions tons of waste from the smelter."" || Environmental | Land, Soil & Geology | Transport corridors and access road impacts -> ""it does not plan to pave roads that are spreading lead dust in Kabwe."" || Environmental | Air & Climate | Dust generation -> ""Lead dust from the uncovered waste dumps continues to blow over to nearby residential areas and threaten community health."" | ""Waste processing, if not carefully managed, carries the risk of generating additional dust"" || Environmental | Water Resources | Surface water pollution and quality degradation -> ""Waste processing, if not carefully managed, carries the risk of generating additional dust and polluting the water."" || Social | Health, Safety & Well-being | Community exposure to dust, noise, pollution -> ""Lead contamination around the former lead and zinc mine in the town of Kabwe continues to have disastrous effects on children's health"" | ""tens of thousands of children are at acute risk of severe illness from the extremely high levels of lead in the environment."" | ""Lead dust from the uncovered waste dumps continues to blow over to nearby residential areas and threaten community health."" || Social | Equity, Rights & Vulnerable Groups | Child labor and forced labor risks -> ""Human Rights Watch found that older children, ages 16 and 17, also work at these small-scale mines."" || Governance | Regulation, Compliance & Institutions | Mining permitting and licensing practices -> ""the government has licensed further mining and reprocessing activities that pose additional health risks."" | ""In 2012, the government granted a large-scale mining license for much of the former mine area to a British company, Berkeley Mineral Resources (BMR)."" || Governance | Regulation, Compliance & Institutions | Enforcement of environmental and social regulations -> ""The ongoing small-scale mining at the former mine in Kabwe contradicts the Mines and Minerals Development Act"" || Governance | Transparency & Accountability | Corporate transparency and reporting -> ""Jubilee Metals has also not disclosed any information about measures taken to address potential harmful impacts on human rights and the environment in its Kabwe operations."" | ""the company has failed to present an environmental impact assessment nor has it published minutes of the public hearing that it should have done before the commencement of the new project."" || Governance | Stakeholder Engagement & Rights | Community consent and consultation (FPIC – Free, Prior and Informed Consent) -> ""the company has failed to present an environmental impact assessment nor has it published minutes of the public hearing that it should have done before the commencement of the new project.""",Kabwe mine,Kabwe,lead,Jubilee Metals Group,Environmental || Environmental || Environmental || Environmental || Social || Social || Governance || Governance || Governance || Governance,"Land, Soil & Geology || Land, Soil & Geology || Air & Climate || Water Resources || Health, Safety & Well-being || Equity, Rights & Vulnerable Groups || Regulation, Compliance & Institutions || Regulation, Compliance & Institutions || Transparency & Accountability || Stakeholder Engagement & Rights","Tailings generation and management || Transport corridors and access road impacts || Dust generation || Surface water pollution and quality degradation || Community exposure to dust, noise, pollution || Child labor and forced labor risks || Mining permitting and licensing practices || Enforcement of environmental and social regulations || Corporate transparency and reporting || Community consent and consultation (FPIC – Free, Prior and Informed Consent)"
https://www.lusakatimes.com/2021/12/02/hhs-fight-against-corrupt-at-risk-of-becoming-a-political-witch-hunt-report/,20211202,Zambia : HH's fight against corrupt at risk of becoming a political witch hunt-Report,live_ok_trafilatura,0.9,0.9,0.8,"Governance | Transparency & Accountability | Anti-corruption and bribery risks -> ""impatient and powerful political and business backers of the new government are increasing pressure to secure lucrative economic stakes in the mining and agricultural sectors, including fertiliser contracts, that risk uprooting the government's pro-investor credentials."" | ""Awards like these revive rumours that Hichilema's campaign is targeting political rivals while also rewarding some of his own political and business backers."" | ""giving way to some of his loyalists' intentions to resume looting of state assets."" || Governance | Reputation & Social License | Mining image and public perception -> ""may undermine international goodwill towards President Hakainde Hichilema and increase the business risk for foreign investors."" | ""impatient and powerful political and business backers of the new government are increasing pressure to secure lucrative economic stakes in the mining and agricultural sectors ... that risk uprooting the government's pro-investor credentials."" | ""presenting a risk of damaging the wider economy and ultimately Zambia's ability to attract further foreign investment."" || Social | Equity, Rights & Vulnerable Groups | Wealth distribution and inequality -> ""Awards like these revive rumours that Hichilema's campaign is targeting political rivals while also rewarding some of his own political and business backers."" | ""giving way to some of his loyalists' intentions to resume looting of state assets."" | ""impatient and powerful political and business backers of the new government are increasing pressure to secure lucrative economic stakes in the mining and agricultural sectors""",,,,,Governance || Governance || Social,"Transparency & Accountability || Reputation & Social License || Equity, Rights & Vulnerable Groups",Anti-corruption and bribery risks || Mining image and public perception || Wealth distribution and inequality
https://www.lusakatimes.com/2021/12/03/miners-at-non-ferrous-company-africa-mining-raise-concerns-over-poor-ventilation-underground/,20211203,Zambia : Miners at Non-Ferrous Company Africa Mining raise concerns over poor ventilation underground,live_ok_trafilatura,1.0,1.0,0.9,"Social | Health, Safety & Well-being | Worker health and safety risks -> ""Miners at Non-Ferrous Company Africa Mining (NFCA) in Chambishi on the Copperbelt have raised concerns over poor ventilation underground."" | ""Concerned miners say they are not happy over the lack of proper ventilation system at level 700 mine shaft."" | """"I received reports over the poor ventilation system at level 700, after inspecting the area with the Mine Safety experts; I can safely say the ventilation system is poor. It needs to be improved and corrected as soon as possible,"" Mr Jibinga said."" || Social | Livelihoods & Economy | Employment creation and job security -> ""Meanwhile, Mr. Jibinga has told NFCA management to start considering more locals for jobs and procurement business."" | """"You have a workforce of 5300 but from this number very few are coming from Chambishi and Kalulushi, we need to look into this issue seriously,"" he said."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""Meanwhile, Mr. Jibinga has told NFCA management to start considering more locals for jobs and procurement business."" || Governance | Regulation, Compliance & Institutions | Enforcement of environmental and social regulations -> ""The miners have since reported the matter to Kalulushi District Commissioner Kelly Jibinga."" | """"Our role as Government is to respond and answer to concerns raised by our Miners in the District,"" he said."" | """"I received reports over the poor ventilation system at level 700, after inspecting the area with the Mine Safety experts; I can safely say the ventilation system is poor. It needs to be improved and corrected as soon as possible,"" Mr Jibinga said.""",Non-Ferrous Company Africa Mining,"Chambishi, Kalulushi District, Copperbelt",,Non-Ferrous Company Africa Mining,Social || Social || Social || Governance,"Health, Safety & Well-being || Livelihoods & Economy || Livelihoods & Economy || Regulation, Compliance & Institutions","Worker health and safety risks || Employment creation and job security || Business opportunities (local supply chains, services) || Enforcement of environmental and social regulations"
https://www.lusakatimes.com/2021/12/04/zambia-association-of-manufacturers-calles-for-targeted-incentives-to-companies/,20211204,Zambia : Zambia Association of Manufacturers calles for targeted incentives to companies,live_ok_trafilatura,0.95,0.95,0.9,"Social | Livelihoods & Economy | Human capital development (skills, training, workforce development) -> ""Mr Sagar also called for the skills development policy because the current skills being generated are not meeting industrial demand."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""Once we develop our value chains, we start seeing how each and every portion of the sector can contribute to that value chain."" | ""How does an SME or a big corporate like a mining house be part of the value chain"" || Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""creation of value chains remains the plea of his association that once industrial value chains are established, it will be easier to understand how to create the much needed incentives of taxation."" | ""The Zambia Association of Manufacturers (ZAM) has called for targeted incentives to companies wanting to establish value addition industries.""",,,copper,,Social || Social || Governance,"Livelihoods & Economy || Livelihoods & Economy || Regulation, Compliance & Institutions","Human capital development (skills, training, workforce development) || Business opportunities (local supply chains, services) || Legislative and regulatory framework effectiveness"
https://www.lusakatimes.com/2021/12/12/advice-to-president-hichilema-there-is-a-thin-line-between-fighting-corruption-and-witch-hunting/,20211212,Zambia : Advice to President Hichilema: There is a thin line between fighting corruption and witch-hunting,live_ok_trafilatura,0.99,0.95,0.85,"Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""Any mining firm will want to invest in copper mining going forward."" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""Mr. President sir, if you truly want to turn around our economy, kindly pull out of the pending IMF deal and also scrap off the tax holidays that you have given to the mines in the 2022 national budget."" | ""If you do those two things, then you will be on a path of prosperity for our country. If however, you insist on your current chosen path, the Zambian people will undergo so much hardship in the next few years that you will soon have daily protests just like in Malawi."" || Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""They do not need any additional incentives such as making MRT a tax-deductible expense in the calculation of corporate tax."" | ""Mr. President sir, if you truly want to turn around our economy, kindly pull out of the pending IMF deal and also scrap off the tax holidays that you have given to the mines in the 2022 national budget."" | ""No need for any additional incentives which will only cost out treasury.""",,,copper,,Social || Social || Governance,"Livelihoods & Economy || Livelihoods & Economy || Regulation, Compliance & Institutions","Business opportunities (local supply chains, services) || Income generation and poverty reduction or exacerbation || Legislative and regulatory framework effectiveness"
