sourceurl,sqldate,title,scrape_status,in_zambia_confidence,mining_related_confidence,impact_confidence,impact_evidence,mine_name,region,mineral_type,mining_company,impact_level1,impact_level2,impact_level3
http://aa.com.tr/en/africa/zambia-arrests-30-chinese-for-illegal-mining-activities/834402,20170604,Zambia arrests 30 Chinese for illegal mining activities,live_ok_trafilatura,0.95,0.95,0.9,"Social | Equity, Rights & Vulnerable Groups | Child labor and forced labor risks -> ""Kapyongo also accused the Chinese nationals of employing underage youths to steal copper and other precious minerals."" | ""The child miners were said to be aged between 10 and 16 years old."" || Social | Equity, Rights & Vulnerable Groups | Crime and social disorder (corruption, violence, substance abuse) -> ""Zambian police arrested 30 Chinese nationals for allegedly carrying out illegal mining activities"" | ""the minister said the arrestees would be deported over ""violating the provisions of the law regarding mining and labor activities"" in Zambia."" | ""the government will not tolerate foreign nationals using investment permit to commit crimes"" || Governance | Regulation, Compliance & Institutions | Mining permitting and licensing practices -> ""the arrestees would be deported over ""violating the provisions of the law regarding mining and labor activities"" in Zambia."" | ""warning to revoke permits of such people and deport them."" | """"In future, the government will also not hesitate to round up people used by foreigners to do illegal mining activities,"" said the minister.""",,Copperbelt,copper,,Social || Social || Governance,"Equity, Rights & Vulnerable Groups || Equity, Rights & Vulnerable Groups || Regulation, Compliance & Institutions","Child labor and forced labor risks || Crime and social disorder (corruption, violence, substance abuse) || Mining permitting and licensing practices"
http://allafrica.com/stories/201706140665.html,20170614,,wayback_ok,1.0,1.0,0.9,"Environmental | Land, Soil & Geology | Transport corridors and access road impacts -> ""More mining investors and other business houses are now seemingly opting to transport their consignments on railway as opposed to the use of the road."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""Zambia Railways Limited (ZRL) says it has been engaged by a number of mines and other corporate entities to ferry their goods on railway.""",Chambeshi Smelter,Copperbelt Province,copper,,Environmental || Social,"Land, Soil & Geology || Livelihoods & Economy","Transport corridors and access road impacts || Business opportunities (local supply chains, services)"
http://china.org.cn/world/2017-06/06/content_40976377.htm,20170606,Zambia releases 31 Chinese nationals - China.org.cn,live_ok_trafilatura,0.95,0.95,0.8,"Governance | Regulation, Compliance & Institutions | Enforcement of environmental and social regulations -> ""were detained by police for suspected illegal purchase of copper tailing raw materials."" | ""Zambia authorities have failed to provide strong proof of their crimes, and released the Chinese nationals after talks with the Chinese Embassy officials."" | ""the Chinese Foreign Ministry expressed concern over ""selective"" law-enforcement against its citizens overseas."" || Governance | Risk Management & Long-Term Stewardship | Tailings and waste governance -> ""were detained by police for suspected illegal purchase of copper tailing raw materials.""",,Copperbelt province,copper,,Governance || Governance,"Regulation, Compliance & Institutions || Risk Management & Long-Term Stewardship",Enforcement of environmental and social regulations || Tailings and waste governance
http://citifmonline.com/2017/06/05/china-angry-with-zambia-for-detaining-nationals-over-illegal-mining/,20170605,,wayback_ok,0.95,0.95,0.85,"Governance | Regulation, Compliance & Institutions | Enforcement of environmental and social regulations -> ""China supported actions to crack down on illegal mining, but was opposed to ""selective"" law enforcement and the detention of its citizens without strong evidence, Foreign Ministry spokeswoman Hua Chunying said at a media briefing, Reuters reports."" || Social | Equity, Rights & Vulnerable Groups | Freedom and justice impacts in nearby communities -> ""China has condemned Zambia for detaining 31 of its nationals for alleged illegal mining without providing strong proof, Reuters news agency reports."" | ""was opposed to ""selective"" law enforcement and the detention of its citizens without strong evidence"" || Social | Health, Safety & Well-being | Mental and physical health impacts on communities -> ""Those detained include a pregnant woman and two people with malaria, China's Foreign Ministry said."" || Social | Health, Safety & Well-being | Accidents and fatalities (including structural failures such as tailings dams) -> ""In 2012, Zambian miners killed a Chinese supervisor and seriously wounded another in a pay dispute at a coal mine.""",,,copper,,Governance || Social || Social || Social,"Regulation, Compliance & Institutions || Equity, Rights & Vulnerable Groups || Health, Safety & Well-being || Health, Safety & Well-being",Enforcement of environmental and social regulations || Freedom and justice impacts in nearby communities || Mental and physical health impacts on communities || Accidents and fatalities (including structural failures such as tailings dams)
http://en.people.cn/n3/2017/0606/c90000-9224624.html,20170606,Zambia to release 31 Chinese workers - People's Daily Online,live_ok_trafilatura,0.95,0.95,0.75,"Governance | Regulation, Compliance & Institutions | Enforcement of environmental and social regulations -> ""Zambia detained the Chinese nationals working for a Chinese company and accused them of illegal mining in the country's copper belt. But the authorities failed to provide strong proof of their crimes, the Foreign Ministry has said."" | """"China opposes selective law-enforcement actions against its citizens,"" she said."" | """"Zambia agreed to release all the 31 Chinese nationals, and the Zambian government won't prosecute them. But all 31 have to leave Zambia today, with no exceptions,"" the report said."" || Social | Health, Safety & Well-being | Worker health and safety risks -> ""Lin Songtian, the ministry's director-general of the Department of African Affairs, told a senior Zambian diplomat on Sunday that China understands and supports actions against illegal mining. However, Zambia had failed to provide strong proof of criminal activity by the 31 workers and held a pregnant woman and two malaria patients, Lin said.""",,copper belt,copper,,Governance || Social,"Regulation, Compliance & Institutions || Health, Safety & Well-being",Enforcement of environmental and social regulations || Worker health and safety risks
http://investingnews.com/daily/resource-investing/base-metals-investing/copper-investing/zambia-copper-production/,20170607,Zambia Copper Production to Hit Record High in 2017 | INN,live_ok_trafilatura,0.99,0.99,0.9,"Environmental | Air & Climate | Energy demand and consumption -> ""Mine operators, which consume more than half the country's electricity, have been locked in battle with the government over a tariff increase."" || Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""But the government proposed introducing a flat tariff of 9.3 cents per kilowatt hour (kWh) backdated to January for mining companies, instead of individually negotiated rates that have averaged 6 cents per kWh."" | ""Overall, the government wants to recoup costs while ensuring copper producers are profitable, Minister of Mines and Minerals Development Christopher Yaluma said on Tuesday (June 6)."" || Governance | Stakeholder Engagement & Rights | Stakeholder inclusion in decision-making -> ""We have concluded [meetings] with all the mining houses except for one. They have accepted our proposal to actually pay 9.33 cents/kwh,"" Felix Mutati, Zambia's finance minister, told Reuters last month."" | ""Talks have been ongoing with most miners in the country; they rejected a tariff hike that the government imposed in 2014, and did so again at the start of 2016.""",Sentinel,,copper,First Quantum Minerals,Environmental || Governance || Governance,"Air & Climate || Regulation, Compliance & Institutions || Stakeholder Engagement & Rights",Energy demand and consumption || Legislative and regulatory framework effectiveness || Stakeholder inclusion in decision-making
http://jakartaglobe.id/international/china-says-31-nationals-detained-zambia-illegal-mining/,20170607,China Says 31 Nationals Detained in Zambia for Illegal Mining,live_ok_trafilatura,0.95,0.95,0.8,"Social | Quality of Work Life | Labor conditions and workplace dignity -> ""Chinese companies have invested more than $1 billion in copper-rich Zambia but there has been animosity, with some Zambian workers accusing firms of abuses and underpaying."" | ""Resource-hungry China is investing heavily in Africa, a supplier of oil and raw materials such as copper and uranium, but critics have warned its companies take with them their poor track record on workers' rights and environmental protection."" || Social | Health, Safety & Well-being | Accidents and fatalities (including structural failures such as tailings dams) -> ""In 2012, Zambian miners killed a Chinese supervisor and seriously wounded another in a pay dispute at a coal mine."" | ""Zambian police charged two Chinese supervisors at the same coal mine with attempted murder two years earlier, after the shooting of 13 miners in a pay dispute."" || Social | Equity, Rights & Vulnerable Groups | Crime and social disorder (corruption, violence, substance abuse) -> ""Zambia has detained 31 Chinese nationals for illegal mining in the African country's copper belt"" | ""In 2012, Zambian miners killed a Chinese supervisor and seriously wounded another in a pay dispute at a coal mine."" | ""Zambian police charged two Chinese supervisors at the same coal mine with attempted murder two years earlier, after the shooting of 13 miners in a pay dispute.""",,copper belt,copper,,Social || Social || Social,"Quality of Work Life || Health, Safety & Well-being || Equity, Rights & Vulnerable Groups","Labor conditions and workplace dignity || Accidents and fatalities (including structural failures such as tailings dams) || Crime and social disorder (corruption, violence, substance abuse)"
http://news.xinhuanet.com/english/2017-06/05/c_136341912.htm,20170605,China lodges representations to Zambia for detaining 31 nationals - Xinhua | English.news.cn,live_ok_trafilatura,0.95,0.95,0.9,"Governance | Regulation, Compliance & Institutions | Enforcement of environmental and social regulations -> ""were detained by police of Zambia's Copperbelt province for suspected illegal purchasing of copper tailing raw materials."" | ""China never defends illegal actions, but opposes 'selective' law-enforcement actions against its citizens overseas,""",,Copperbelt province,copper,,Governance,"Regulation, Compliance & Institutions",Enforcement of environmental and social regulations
http://news.xinhuanet.com/english/2017-06/06/c_136344645.htm,20170606,Zambia releases 31 Chinese nationals - Xinhua | English.news.cn,live_ok_trafilatura,0.99,0.95,0.8,"Environmental | Land, Soil & Geology | Tailings generation and management -> ""were detained by police for suspected illegal purchase of copper tailing raw materials."" || Governance | Regulation, Compliance & Institutions | Enforcement of environmental and social regulations -> ""were detained by police for suspected illegal purchase of copper tailing raw materials."" | ""Zambia authorities have failed to provide strong proof of their crimes, and released the Chinese nationals after talks with the Chinese Embassy officials."" | ""the Chinese Foreign Ministry expressed concern over ""selective"" law-enforcement against its citizens overseas.""",,Copperbelt province,copper,,Environmental || Governance,"Land, Soil & Geology || Regulation, Compliance & Institutions",Tailings generation and management || Enforcement of environmental and social regulations
http://news.xinhuanet.com/english/2017-06/08/c_136349990.htm,20170608,Zambian gov't to encourage mining companies to deal with local suppliers - Xinhua | English.news.cn,live_ok_trafilatura,1.0,1.0,0.9,"Social | Livelihoods & Economy | Employment creation and job security -> ""Zambia was exporting 100,000 jobs through the trend of mining firms preferring to import the bulk of their supplies and services."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""the strategy will see more local firms benefiting from foreign mining firms"" | ""out of 2.8 billion U. S. dollars spent by mining firms on procurement of goods and services, only 4 percent was spent locally."" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""allow the country to get enough foreign exchange it requires.""",,Kitwe,copper,Zambia Consolidated Copper Mines Investment Holdings,Social || Social || Social,Livelihoods & Economy || Livelihoods & Economy || Livelihoods & Economy,"Employment creation and job security || Business opportunities (local supply chains, services) || Income generation and poverty reduction or exacerbation"
