sourceurl,sqldate,title,scrape_status,in_zambia_confidence,mining_related_confidence,impact_confidence,impact_evidence,mine_name,region,mineral_type,mining_company,impact_level1,impact_level2,impact_level3
https://bulawayo24.com/news/national/242531,20240612,Zimbabwe Railways can't access its mining claims in SA - Bulawayo24 News,live_ok_trafilatura,0.8,0.95,0.85,"Governance | Reputation & Social License | Trust between mining companies, government, and communities -> ""Zimbabwe and South Africa are facing potential diplomatic tension over mining claims jointly owned by the National Railways of Zimbabwe (NRZ) and sister companies in South Africa and Zambia."" || Governance | Regulation, Compliance & Institutions | Mining permitting and licensing practices -> ""NRZ General Manager Respina Zinyanduko informed parliamentary committees that despite the vast potential wealth in these deposits, the NRZ is encountering challenges in exploiting them due to unresolved issues with the South African government.""",,,"manganese, platinum, copper, diamonds",Zambia Railways; Africa Exploration Mining and Finance Corporation; Pan African Minerals Development Company; National Railways of Zimbabwe,Governance || Governance,"Reputation & Social License || Regulation, Compliance & Institutions","Trust between mining companies, government, and communities || Mining permitting and licensing practices"
https://gadget.co.za/wildzambezi2/,20240607,Travel the 'Wild Zambezi' with John Kani – Gadget,live_ok_trafilatura,0.95,0.95,0.8,"Environmental | Biodiversity & Ecosystems | Ecosystem degradation and habitat loss/fragmentation -> ""investigates the Kangaluwi Copper Mine's environmental impact and the ongoing legal battles to protect the park"" || Environmental | Land, Soil & Geology | Land disturbance and land-use change -> ""this protected wilderness faces a significant threat: an open-cast copper mine approved by Zambia's Environmental Agency."" || Governance | Regulation, Compliance & Institutions | Mining permitting and licensing practices -> ""this protected wilderness faces a significant threat: an open-cast copper mine approved by Zambia's Environmental Agency."" || Governance | Stakeholder Engagement & Rights | Conflict management between companies and communities -> ""investigates the Kangaluwi Copper Mine's environmental impact and the ongoing legal battles to protect the park""",Kangaluwi Copper Mine,Lower Zambezi National Park,copper,,Environmental || Environmental || Governance || Governance,"Biodiversity & Ecosystems || Land, Soil & Geology || Regulation, Compliance & Institutions || Stakeholder Engagement & Rights",Ecosystem degradation and habitat loss/fragmentation || Land disturbance and land-use change || Mining permitting and licensing practices || Conflict management between companies and communities
https://newsghana.com.gh/zambia-starts-drafting-artificial-intelligence-strategy/,20240531,Zambia starts drafting artificial intelligence strategy | NewsGhana,live_ok_trafilatura,0.95,0.9,0.85,"Social | Livelihoods & Economy | Employment creation and job security -> ""artificial intelligence will not only create alternative jobs"" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""the technology will bring a lot of economic benefits to the country"" || Social | Livelihoods & Economy | Human capital development (skills, training, workforce development) -> ""the government will hold an artificial intelligence conference next month to prepare the country for a future with the new technology"" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""more services will now be provided easily following the rollout of 5G network"" | ""the technology will bring a lot of economic benefits to the country"" || Governance | Stakeholder Engagement & Rights | Stakeholder inclusion in decision-making -> ""the ministry is still making consultations with stakeholders on the artificial intelligence strategy""",,,,,Social || Social || Social || Social || Governance,Livelihoods & Economy || Livelihoods & Economy || Livelihoods & Economy || Livelihoods & Economy || Stakeholder Engagement & Rights,"Employment creation and job security || Income generation and poverty reduction or exacerbation || Human capital development (skills, training, workforce development) || Business opportunities (local supply chains, services) || Stakeholder inclusion in decision-making"
https://www.capitalfm.co.ke/news/2024/06/zambia-inks-smart-city-deal-with-mwale-as-bezos-backed-firm-eyes-copper-mining/,20240604,Zambia inks smart city deal with Mwale as Bezos-backed firm eyes copper mining » Capital News,live_ok_trafilatura,0.95,0.95,0.8,"Social | Livelihoods & Economy | Employment creation and job security -> ""The newly signed deal will help IDC fulfill its mandate of developing Zambia's domestic industrial capacity and creating jobs."" | ""the idea is to create industries in Zambia that create value addition and thousands of jobs."" | ""They will build smart cities, roads, and deploy mineral resources for new factories that will employ thousands of Zambians."" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""He said the consortium has so far secured US $ 2.4 billion for the Zambia projects."" | ""The newly signed deal will help IDC fulfill its mandate of developing Zambia's domestic industrial capacity and creating jobs."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""We want to use cobalt and nickel for building battery manufacturing plants for EVs in the Kasempa region of Zambia"" | ""the idea is to create industries in Zambia that create value addition and thousands of jobs."" || Social | Living Conditions & Social Fabric | Social infrastructure and amenities (education, healthcare, public services, leisure) -> ""The consortium will also invest in healthcare and agriculture."" | ""MMTC has committed to building 18 smart cities in Africa by 2050 banking on batteries to power the smart cities.""",Mingomba copper project,Kasempa,copper,KoBold Metals,Social || Social || Social || Social,Livelihoods & Economy || Livelihoods & Economy || Livelihoods & Economy || Living Conditions & Social Fabric,"Employment creation and job security || Income generation and poverty reduction or exacerbation || Business opportunities (local supply chains, services) || Social infrastructure and amenities (education, healthcare, public services, leisure)"
https://www.cnbcafrica.com/media/6354291407112/maximizing-africas-critical-minerals-potential-/,20240604,Maximizing Africa's critical minerals potential - CNBC Africa,live_ok_trafilatura,0.9,0.95,0.6,"Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""Emphasis on moving beyond raw material exports to value addition and diversification"" | ""He pointed out the Africa Mining Vision as a framework for collective action and highlighted examples of countries like Zambia and the Democratic Republic of Congo collaborating on battery precursor production.""",,,,,Social,Livelihoods & Economy,"Business opportunities (local supply chains, services)"
https://www.investegate.co.uk:443/announcement/rns/jubilee-metals-group--jlp/exercise-of-warrants-and-options/8237834,20240603,Exercise of Warrants and Options | Company Announcement | Investegate,live_ok_trafilatura,0.9,0.9,0.7,"Environmental | Land, Soil & Geology | Overburden removal and waste rock generation -> ""specialising in the recovery and processing of metals from previously overlooked resources, such as unprocessed historical waste rock, Run-Of-Mine materials and tailings in Zambia and South Africa."" || Environmental | Land, Soil & Geology | Tailings generation and management -> ""specialising in the recovery and processing of metals from previously overlooked resources, such as unprocessed historical waste rock, Run-Of-Mine materials and tailings in Zambia and South Africa.""",,,"copper, chrome, Platinum Group Metals (PGMs)",Jubilee Metals Group,Environmental || Environmental,"Land, Soil & Geology || Land, Soil & Geology",Overburden removal and waste rock generation || Tailings generation and management
https://www.investegate.co.uk:443/announcement/rns/xtract-resources--xtr/additional-zambian-exploration-licences-replace/8234490,20240531,Additional Zambian Exploration Licences - Replace | Company Announcement | Investegate,live_ok_trafilatura,0.95,0.95,0.8,"Environmental | Biodiversity & Ecosystems | Ecosystem recovery through reclamation and restoration (post-mining impact) -> ""Cooperlemon provides consultancy services to Oval and third parties (including Far North and Kalupa) in respect of mining related community empowerment and social development and mine rehabilitation, engineering and design."" || Governance | Risk Management & Long-Term Stewardship | Closure planning and post-mining reclamation governance -> ""Cooperlemon provides consultancy services to Oval and third parties (including Far North and Kalupa) in respect of mining related community empowerment and social development and mine rehabilitation, engineering and design.""",,Northwest Zambia,copper,Xtract Resources Plc,Environmental || Governance,Biodiversity & Ecosystems || Risk Management & Long-Term Stewardship,Ecosystem recovery through reclamation and restoration (post-mining impact) || Closure planning and post-mining reclamation governance
https://www.investegate.co.uk:443/announcement/rns/xtract-resources--xtr/additional-zambian-exploration-licences/8231319,20240530,Additional Zambian exploration licences | Company Announcement | Investegate,live_ok_trafilatura,0.99,0.98,0.85,"Governance | Regulation, Compliance & Institutions | Mining permitting and licensing practices -> ""all in a highly prospective part of NW Zambia where competition for exploration licences is acute and in aggregate form a combined area over the five licences of 173,586 hectares"" || Governance | Risk Management & Long-Term Stewardship | Closure planning and post-mining reclamation governance -> ""Cooperlemon provides consultancy services to Oval and third parties (including Far North and Kalupa) in respect of mining related community empowerment and social development and mine rehabilitation, engineering and design."" || Environmental | Biodiversity & Ecosystems | Ecosystem recovery through reclamation and restoration (post-mining impact) -> ""Cooperlemon provides consultancy services to Oval and third parties (including Far North and Kalupa) in respect of mining related community empowerment and social development and mine rehabilitation, engineering and design.""",,North-West Zambia,copper,Xtract Resources Plc,Governance || Governance || Environmental,"Regulation, Compliance & Institutions || Risk Management & Long-Term Stewardship || Biodiversity & Ecosystems",Mining permitting and licensing practices || Closure planning and post-mining reclamation governance || Ecosystem recovery through reclamation and restoration (post-mining impact)
https://www.kenya-today.com/zambia-signs-deal-with-tycoon-mwale-after-jeff-bezos-backed-firm-discovers-large-copper-deposits/,20230605,Zambia signs deal with Tycoon Mwale after Jeff Bezos backed firm discovers large copper deposits - Kenya Today,live_ok_trafilatura,0.95,0.9,0.8,"Social | Livelihoods & Economy | Employment creation and job security -> ""to help IDC fulfill its mandate of developing Zambia's domestic industrial capacity and creating jobs."" | ""They will build smart cities, roads, and deploy mineral resources for new factories that will employ thousands of Zambians."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""create industries in Zambia that create value addition and thousands of jobs."" | ""They will build smart cities, roads, and deploy mineral resources for new factories that will employ thousands of Zambians."" || Social | Living Conditions & Social Fabric | Social infrastructure and amenities (education, healthcare, public services, leisure) -> ""They will build smart cities, roads, and deploy mineral resources for new factories that will employ thousands of Zambians."" | ""The consortium will also invest in healthcare and agriculture."" || Governance | Stakeholder Engagement & Rights | Stakeholder inclusion in decision-making -> ""IDC chaired by President Hakainde Hichilema of Zambia signed the deal after seven months of negotiations between the consortium led by the tycoon and the government of Zambia."" | ""President Hichilema then introduced the consortium to IDC where a deal was sealed for smart cities, mining, infrastructure and agriculture""",Mingomba copper project,Kasempa region; Mingomba (near DRC border); Lusaka,copper; nickel; cobalt,KoBold Metals,Social || Social || Social || Governance,Livelihoods & Economy || Livelihoods & Economy || Living Conditions & Social Fabric || Stakeholder Engagement & Rights,"Employment creation and job security || Business opportunities (local supply chains, services) || Social infrastructure and amenities (education, healthcare, public services, leisure) || Stakeholder inclusion in decision-making"
https://www.lusakatimes.com/2024/05/30/hichilema-highlights-strategic-position-at-copperbelt-agricultural/,20240530,Zambia : President Hichilema Highlights Zambia's Strategic Position at Copperbelt Agricultural and Commercial Show,live_ok_trafilatura,0.99,0.95,0.8,"Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""The Expo provided a platform for stakeholders to demonstrate their potential across various sectors, highlighting Zambia's rich agricultural and mineral resources and its capacity for trade and industrial growth."" | ""The Copperbelt Agricultural and Commercial Show continues to be a pivotal event, bringing together industry leaders, investors, and stakeholders to explore and capitalize on Zambia's abundant opportunities."" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""economic development is crucial for realizing tangible economic benefits"" | ""The high demand for critical minerals essential to the energy transition underscores Zambia's strategic land-linked position, making it a significant contributor to our economic transformation agenda.""",,"Kitwe, Copperbelt",critical minerals,,Social || Social,Livelihoods & Economy || Livelihoods & Economy,"Business opportunities (local supply chains, services) || Income generation and poverty reduction or exacerbation"
