sourceurl,sqldate,title,scrape_status,in_zambia_confidence,mining_related_confidence,impact_confidence,impact_evidence,mine_name,region,mineral_type,mining_company,impact_level1,impact_level2,impact_level3
http://en.people.cn/n3/2025/0221/c90000-20279861.html,20250221,"Chinese investment critical to Zambia's economic development, says think tank - People's Daily Online",live_ok_trafilatura,0.99,0.95,0.8,"Social | Livelihoods & Economy | Employment creation and job security -> ""Chinese investment has already yielded significant economic benefits such as job creation, technology transfer, infrastructure development, and human capital development."" | ""The Zambian government is committed to ensuring that the link continues to spur economic growth, create jobs, and raise living standards across the country, she said."" || Social | Livelihoods & Economy | Human capital development (skills, training, workforce development) -> ""Chinese investment has already yielded significant economic benefits such as job creation, technology transfer, infrastructure development, and human capital development."" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""The Zambian government is committed to ensuring that the link continues to spur economic growth, create jobs, and raise living standards across the country, she said."" || Social | Living Conditions & Social Fabric | Livability (cost of living, food security, communication services) -> ""The Zambian government is committed to ensuring that the link continues to spur economic growth, create jobs, and raise living standards across the country, she said."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""Chipokota Mwanawasa, policy advisor to Zambian President Hakainde Hichilema, said during the meeting that the government is looking to expand and deepen the relationship between Zambian companies and Chinese investors."" || Social | Living Conditions & Social Fabric | Social infrastructure and amenities (education, healthcare, public services, leisure) -> ""Chinese investment has already yielded significant economic benefits such as job creation, technology transfer, infrastructure development, and human capital development.""",,,,,Social || Social || Social || Social || Social || Social,Livelihoods & Economy || Livelihoods & Economy || Livelihoods & Economy || Living Conditions & Social Fabric || Livelihoods & Economy || Living Conditions & Social Fabric,"Employment creation and job security || Human capital development (skills, training, workforce development) || Income generation and poverty reduction or exacerbation || Livability (cost of living, food security, communication services) || Business opportunities (local supply chains, services) || Social infrastructure and amenities (education, healthcare, public services, leisure)"
http://english.anhuinews.com/newscenter/headline/202502/t20250221_8266661.html,20250221,"Chinese investment critical to Zambia's economic development, says think tank",live_ok_trafilatura,0.95,0.9,0.8,"Social | Livelihoods & Economy | Employment creation and job security -> ""The Zambia Institute for Policy Analysis and Research (ZIPAR) said Chinese investment has already yielded significant economic benefits such as job creation, technology transfer, infrastructure development, and human capital development."" | """"Chinese investment cuts across various sectors such as agriculture, mining, and infrastructure,"" Zali Chikuba, acting chief executive officer of the ZIPAR, was quoted as saying by state-run Zambia Daily Mail on Thursday."" || Social | Livelihoods & Economy | Human capital development (skills, training, workforce development) -> ""The Zambia Institute for Policy Analysis and Research (ZIPAR) said Chinese investment has already yielded significant economic benefits such as job creation, technology transfer, infrastructure development, and human capital development."" | """"Chinese investment cuts across various sectors such as agriculture, mining, and infrastructure,"" Zali Chikuba, acting chief executive officer of the ZIPAR, was quoted as saying by state-run Zambia Daily Mail on Thursday."" || Social | Living Conditions & Social Fabric | Social infrastructure and amenities (education, healthcare, public services, leisure) -> ""The Zambia Institute for Policy Analysis and Research (ZIPAR) said Chinese investment has already yielded significant economic benefits such as job creation, technology transfer, infrastructure development, and human capital development."" | """"Chinese investment cuts across various sectors such as agriculture, mining, and infrastructure,"" Zali Chikuba, acting chief executive officer of the ZIPAR, was quoted as saying by state-run Zambia Daily Mail on Thursday."" || Social | Living Conditions & Social Fabric | Livability (cost of living, food security, communication services) -> ""The Zambian government is committed to ensuring that the link continues to spur economic growth, create jobs, and raise living standards across the country, she said."" | """"Chinese investment cuts across various sectors such as agriculture, mining, and infrastructure,"" Zali Chikuba, acting chief executive officer of the ZIPAR, was quoted as saying by state-run Zambia Daily Mail on Thursday.""",,,,,Social || Social || Social || Social,Livelihoods & Economy || Livelihoods & Economy || Living Conditions & Social Fabric || Living Conditions & Social Fabric,"Employment creation and job security || Human capital development (skills, training, workforce development) || Social infrastructure and amenities (education, healthcare, public services, leisure) || Livability (cost of living, food security, communication services)"
http://www.idexonline.com/FullArticle?Id=50240,20240225,Zambia Lifts Shock Tax on Emeralds,live_ok_trafilatura,0.95,0.95,0.9,"Social | Livelihoods & Economy | Employment creation and job security -> """"The government's collaborative approach and decisive action are clear demonstrations of its intent to deliver growth and jobs for Zambia and this step puts our industry back on track to continue that trajectory."""" || Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""The government of Zambia has backed down on the 15 per cent export duty it imposed, without warning, on emerald exports as of 1 January 2025."" | ""This 15 per cent export duty was in addition to a 6 per cent mineral royalty tax, which meant emerald producers facing an effective tax on revenues of 21 per cent (in addition to corporation tax of 30 per cent)."" | ""It originally introduced the tax in 2019 but suspended it a year later, also in response to protests."" || Governance | Stakeholder Engagement & Rights | Stakeholder inclusion in decision-making -> ""The government of Zambia has backed down on the 15 per cent export duty it imposed, without warning, on emerald exports"" | ""The move prompted protests from the industry, led by Gemfields, which operates Kagem, the world's largest emerald mine.""",Kagem,,emeralds,Gemfields,Social || Governance || Governance,"Livelihoods & Economy || Regulation, Compliance & Institutions || Stakeholder Engagement & Rights",Employment creation and job security || Legislative and regulatory framework effectiveness || Stakeholder inclusion in decision-making
https://allafrica.com/stories/202502240005.html,20250224,,wayback_ok,0.98,0.98,0.86,"Environmental | Land, Soil & Geology | Land disturbance and land-use change -> ""But as miners scarred the land to extract the metal - at times polluting water sources and destroying farmland - local people have reaped few of the benefits."" || Environmental | Water Resources | Surface water pollution and quality degradation -> ""But as miners scarred the land to extract the metal - at times polluting water sources and destroying farmland - local people have reaped few of the benefits."" || Environmental | Water Resources | Groundwater contamination -> ""Her neighbourhood doesn't have access to clean water, and local people buy chlorine to purify the water from shallow wells."" || Social | Health, Safety & Well-being | Worker health and safety risks -> ""Without formal training or safety gear, the Jerabos dig tunnels hundreds of metres underground with minimal lighting and no structural reinforcements. They risk exposure to toxic waste and death if the tunnels cave-in."" || Social | Health, Safety & Well-being | Accidents and fatalities (including structural failures such as tailings dams) -> ""Over a 10-day period when Climate Home was reporting in the area in October 2024, ten men from Chingola died in both legal and illegal mining operations, local police officers told us."" | ""They risk exposure to toxic waste and death if the tunnels cave-in."" || Social | Equity, Rights & Vulnerable Groups | Crime and social disorder (corruption, violence, substance abuse) -> ""This informal economy often fuels gang violence in Chingola, as rival groups compete for control over illegal copper trading networks, leading to frequent clashes over mining sites and smuggling routes."" || Governance | Regulation, Compliance & Institutions | Mining permitting and licensing practices -> """"We are working towards giving artisan licences to the youths so that they can legally mine and contribute to the tax base,"" said Raphael Chimupi."" | ""the government is advancing legislation to prohibit the purchase of illegally mined copper through a licensing system which will help establish a more regulated and transparent supply chain, Chimupi said."" || Governance | Transparency & Accountability | Corporate transparency and reporting -> ""OpenNet For All Zambia, a local NGO, has pointed to secretive mining contracts and an opaque tax regime with loopholes allowing companies to underreport earnings as part of the problem that keeps wealth from communities."" | """"These opaque systems make it difficult for the government to monitor and collect the fair share of revenues from the sector, often resulting in substantial revenue losses for the country,"" he warned."" || Social | Livelihoods & Economy | Employment creation and job security -> """"This transition would create jobs and bring substantial economic benefits to our communities,"" he said, calling for the negotiations with the DRC to move forwards."" | """"Copper is one of the valuable components of electric vehicles. I pray that those will be assembled here one day, ensuring technology transfer, creating employment for our people and fostering a prosperous Zambia,"" he said."" || Social | Equity, Rights & Vulnerable Groups | Wealth distribution and inequality -> """"If these transport corridors are used solely to export raw copper, we risk losing out on the full economic potential that comes with value-added products,"" he said."" | """"These opaque systems make it difficult for the government to monitor and collect the fair share of revenues from the sector, often resulting in substantial revenue losses for the country,"" he warned.""",,"Chingola, Copperbelt Province",copper,KoBold Metals,Environmental || Environmental || Environmental || Social || Social || Social || Governance || Governance || Social || Social,"Land, Soil & Geology || Water Resources || Water Resources || Health, Safety & Well-being || Health, Safety & Well-being || Equity, Rights & Vulnerable Groups || Regulation, Compliance & Institutions || Transparency & Accountability || Livelihoods & Economy || Equity, Rights & Vulnerable Groups","Land disturbance and land-use change || Surface water pollution and quality degradation || Groundwater contamination || Worker health and safety risks || Accidents and fatalities (including structural failures such as tailings dams) || Crime and social disorder (corruption, violence, substance abuse) || Mining permitting and licensing practices || Corporate transparency and reporting || Employment creation and job security || Wealth distribution and inequality"
https://energycapitalandpower.africa-newsroom.com/press/mergers-and-acquisitions-manda-reflect-growing-global-interest-in-african-mining,20250224,Energy Capital & Power / Press release | Mergers and Acquisitions (M&As) Reflect Growing Global Interest in African Mining,live_ok_trafilatura,1.0,1.0,0.85,"Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""In December 2024, Australian mining firm Patriot Lithium acquired a 90% stake in Zambia's Kitumba Copper Large Scale Exploration License from Newlight Nominees Zambia, enabling increased funding for exploration and production activities."" || Social | Livelihoods & Economy | Human capital development (skills, training, workforce development) -> ""The UAE-based International Resource Holdings also entered the market, acquiring Zambia's Mopani Copper Mines for $1.1 billion in May 2024, enhancing exploration and production capabilities at one of the country's largest copper facilities."" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""Similarly, in October 2024, Jubilee Metals, a UK-based company, acquired Project G, its second open-pit copper asset in Zambia, as part of a strategy to boost investments and raise copper output to 25,000 tons per year.""",Kitumba Copper Large Scale Exploration License; Project G; Mopani Copper Mines,,copper,Patriot Lithium; Jubilee Metals; International Resource Holdings,Social || Social || Social,Livelihoods & Economy || Livelihoods & Economy || Livelihoods & Economy,"Business opportunities (local supply chains, services) || Human capital development (skills, training, workforce development) || Income generation and poverty reduction or exacerbation"
https://english.news.cn/africa/20250221/10ab27aa82284053b4ae28cda917453c/c.html,20250220,"Chinese investment critical to Zambia's economic development, says think tank-Xinhua",live_ok_trafilatura,0.98,0.91,0.85,"Social | Livelihoods & Economy | Employment creation and job security -> ""Chinese investment has already yielded significant economic benefits such as job creation, technology transfer, infrastructure development, and human capital development."" | ""the government is looking to expand and deepen the relationship between Zambian companies and Chinese investors."" | ""The Zambian government is committed to ensuring that the link continues to spur economic growth, create jobs, and raise living standards across the country"" || Social | Livelihoods & Economy | Human capital development (skills, training, workforce development) -> ""Chinese investment has already yielded significant economic benefits such as job creation, technology transfer, infrastructure development, and human capital development."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""the government is looking to expand and deepen the relationship between Zambian companies and Chinese investors."" || Social | Living Conditions & Social Fabric | Livability (cost of living, food security, communication services) -> ""The Zambian government is committed to ensuring that the link continues to spur economic growth, create jobs, and raise living standards across the country""",,,,,Social || Social || Social || Social,Livelihoods & Economy || Livelihoods & Economy || Livelihoods & Economy || Living Conditions & Social Fabric,"Employment creation and job security || Human capital development (skills, training, workforce development) || Business opportunities (local supply chains, services) || Livability (cost of living, food security, communication services)"
https://medafricatimes.com/38909-un-calls-for-calm-as-scores-killed-in-deadly-south-sudan-clashes.html,20250220,UN calls for calm as scores killed in deadly South Sudan clashes – Medafrica Times,live_ok_trafilatura,0.85,0.95,0.8,"Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""The funding cut affects feasibility studies, technical services, and essential early-stage payments."" | ""The railway, which is linked to the DRC's own rehabilitation plans, was expected to boost Africa's mineral exports, especially given the region's rich cobalt and copper deposits."" | ""transporting cobalt and copper from the Central African Copperbelt, which mainly includes the Democratic Republic of Congo (DRC) and Zambia"" || Governance | Reputation & Social License | Mining image and public perception -> ""the financial halt opens up the possibility for China to step in. Over the past few decades, China has expanded its influence across Africa, offering substantial investments in infrastructure and mineral projects."" | ""US policy uncertainty could result in the loss of strategic influence over critical mineral supply chains.""",,Central African Copperbelt,copper and cobalt,,Social || Governance,Livelihoods & Economy || Reputation & Social License,"Business opportunities (local supply chains, services) || Mining image and public perception"
https://medafricatimes.com/38915-us-aid-freeze-puts-africas-strategic-lobito-railway-project-at-risk-leaving-room-for-chinas-influence.html,20250221,"US aid freeze puts Africa's strategic Lobito railway project at risk, leaving room for China's influence – Medafrica Times",live_ok_trafilatura,0.95,0.98,0.75,"Governance | Reputation & Social License | Mining image and public perception -> ""The Lobito Corridor railway project, aimed at transporting cobalt and copper from the Central African Copperbelt, which mainly includes the Democratic Republic of Congo (DRC) and Zambia, to the Angolan coast for export to Western markets, is facing uncertainty after crucial US funding was suspended."" | ""The financial halt opens up the possibility for China to step in."" | ""If Washington fails to maintain its support, African nations may increasingly turn to China's more consistent financial backing, potentially strengthening Beijing's hold over the continent's resource sector.""",,Central African Copperbelt,cobalt and copper,,Governance,Reputation & Social License,Mining image and public perception
https://newsghana.com.gh/global-push-needed-to-close-africas-170-billion-infrastructure-funding-gap-report-warns/,20250228,"Global Push Needed to Close Africa's $170 Billion Infrastructure Funding Gap, Report Warns | NewsGhana",live_ok_trafilatura,0.9,0.9,0.9,"Environmental | Water Resources | Surface water pollution and quality degradation -> ""While nations like Zambia and the DRC seek fairer deals for cobalt and copper, the report cautions against repeating past mistakes where resource booms enriched foreign firms but left locals with polluted water and crumbling schools."" || Social | Living Conditions & Social Fabric | Social infrastructure and amenities (education, healthcare, public services, leisure) -> ""While nations like Zambia and the DRC seek fairer deals for cobalt and copper, the report cautions against repeating past mistakes where resource booms enriched foreign firms but left locals with polluted water and crumbling schools."" || Social | Equity, Rights & Vulnerable Groups | Wealth distribution and inequality -> ""While nations like Zambia and the DRC seek fairer deals for cobalt and copper, the report cautions against repeating past mistakes where resource booms enriched foreign firms but left locals with polluted water and crumbling schools.""",,,cobalt and copper,,Environmental || Social || Social,"Water Resources || Living Conditions & Social Fabric || Equity, Rights & Vulnerable Groups","Surface water pollution and quality degradation || Social infrastructure and amenities (education, healthcare, public services, leisure) || Wealth distribution and inequality"
https://www.breitbart.com/asia/2025/02/27/india-seeks-critical-minerals-in-zambia-congo-and-australia/,20250228,"India Seeks Critical Minerals in Zambia, Congo, and Australia",live_ok_trafilatura,0.95,0.95,0.9,"Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""Zambia is currently the world's seventh-largest producer of copper. Copper exports furnish about 70 percent of Zambia's national income."" || Governance | Regulation, Compliance & Institutions | Mining permitting and licensing practices -> """"The Zambian Government has recently agreed to give India a greenfield area of 9,000 square km for carrying out exploration of cobalt and copper,"" Rao said.""",,,"copper, cobalt",,Social || Governance,"Livelihoods & Economy || Regulation, Compliance & Institutions",Income generation and poverty reduction or exacerbation || Mining permitting and licensing practices
