sourceurl,sqldate,title,scrape_status,in_zambia_confidence,mining_related_confidence,impact_confidence,impact_evidence,mine_name,region,mineral_type,mining_company,impact_level1,impact_level2,impact_level3
http://aa.com.tr/en/africa/zambia-mining-runoff-sparks-water-safety-fears/711772,20161222,Zambia: Mining runoff sparks water safety fears,live_ok_trafilatura,0.99,0.99,0.9,"Environmental | Water Resources | Surface water pollution and quality degradation -> ""has accused mining companies of polluting the Kafue River, the main source of drinking water for communities in the north-central Copperbelt province"" | ""investigating seven mining companies believed to be responsible for discharging effluents into the Mwambishi stream, a tributary of the Kafue"" | ""all seven mining concerns on the Copperbelt are considered responsible for discharging effluents into the Mwambashi, leading to the pollution of the Kafue."" || Environmental | Water Resources | Freshwater ecotoxicity (heavy metals, pH changes, sensitive species) -> ""Dr. Manasseh Phiri told Anadolu Agency that in the past hundreds of people fell sick after not only eating fish poisoned by the polluted water, but also drinking water after they were told it was safe."" | ""The NWSC would like to inform our valued customers that the water supply has been disrupted in five towns on the Copperbelt due to elevated levels of sulfates into Kafue River."" || Environmental | Water Resources | Water management challenges -> ""Nkana Water and Sewerage Company [NWSC] was forced to shut down its plant that supplies water to Copperbelt communities."" | ""The NWSC would like to inform our valued customers that the water supply has been disrupted in five towns on the Copperbelt due to elevated levels of sulfates into Kafue River. This resulted in some of our service areas experiencing erratic water supply."" || Social | Health, Safety & Well-being | Community exposure to dust, noise, pollution -> ""families living in places that see extensive mining are facing serious health challenges from water, food, and air pollution due to mining activities."" | ""complains of mining companies not only polluting the source of water, but also denying people the right to fresh water and a clean environment"" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""some farmers took legal action against the mining companies demanding compensation after their crops dried up after being irrigated by water from the polluted river."" || Governance | Regulation, Compliance & Institutions | Enforcement of environmental and social regulations -> ""The University of Zambia's Bayani Choolwe told Anadolu Agency that violators are rarely punished, blaming the nation's continuing water problem on this lack of enforcement."" | """"We are deeply concerned at the manner in which our mining companies violate environmental laws. Our laws are sufficient, but implementation is the biggest problem.""""",,Copperbelt province,copper,Mopani Copper Mine; Konkola Copper Mine; Non-Ferrous Copper Mine,Environmental || Environmental || Environmental || Social || Social || Governance,"Water Resources || Water Resources || Water Resources || Health, Safety & Well-being || Livelihoods & Economy || Regulation, Compliance & Institutions","Surface water pollution and quality degradation || Freshwater ecotoxicity (heavy metals, pH changes, sensitive species) || Water management challenges || Community exposure to dust, noise, pollution || Income generation and poverty reduction or exacerbation || Enforcement of environmental and social regulations"
http://china.org.cn/world/Off_the_Wire/2016-12/24/content_39978420.htm,20161224,Top news items in major Zambian media outlets - China.org.cn,live_ok_trafilatura,0.98,0.98,0.9,"Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""The mining firm has been facing challenges which have seen it fail to pay money owed to suppliers and other contractors as well as delay in paying salaries.(Times of Zambia)"" || Social | Livelihoods & Economy | Employment creation and job security -> ""The mining firm has been facing challenges which have seen it fail to pay money owed to suppliers and other contractors as well as delay in paying salaries.(Times of Zambia)"" || Equity, Rights & Vulnerable Groups | Wealth distribution and inequality | Wealth distribution and inequality -> ""A former mining minister said the Zambian government's decision to withdraw a 7.5 percent duty on copper concentrate imports will only benefit the mining firms and not ordinary citizens."" || Governance | Stakeholder Engagement & Rights | Stakeholder inclusion in decision-making -> ""The government has withdrawn the duty which was due to come into effect next year after protests from mining firms. (Daily Nation)""",Konkola Copper Mines,,copper,Vedanta Resources Plc,"Social || Social || Equity, Rights & Vulnerable Groups || Governance",Livelihoods & Economy || Livelihoods & Economy || Wealth distribution and inequality || Stakeholder Engagement & Rights,"Business opportunities (local supply chains, services) || Employment creation and job security || Wealth distribution and inequality || Stakeholder inclusion in decision-making"
http://economictimes.indiatimes.com/industry/indl-goods/svs/metals-mining/vedanta-resources-slapped-with-100-mn-settlement-in-uk-court/articleshow/56087553.cms,20161220,Vedanta Resources: UK court asks Vedanta to settle $100 mn dispute with Zambian - The Economic Times,live_ok_trafilatura,0.99,0.99,0.9,"Social | Livelihoods & Economy | Employment creation and job security -> ""Konkola Copper Mines (KCM) is one of Zambia's largest copper producers and one of the largest private sector employers in the country, with operations in four locations, namely Chingola, Chililabombwe, Kitwe and Nampundwe.""",,Chingola; Chililabombwe; Kitwe; Nampundwe,copper,Konkola Copper Mines,Social,Livelihoods & Economy,Employment creation and job security
http://energy.economictimes.indiatimes.com/news/oil-and-gas/uk-court-asks-vedanta-resources-to-settle-100-mn-dispute-with-zambian/56096680,20161221,"UK court asks Vedanta Resources to settle $100 mn dispute with Zambian, ETEnergyworld",live_ok_trafilatura,1.0,1.0,0.9,"Social | Livelihoods & Economy | Employment creation and job security -> ""Konkola Copper Mines (KCM) is one of Zambia's largest copper producers and one of the largest private sector employers in the country."" | ""Vedanta remains committed to the Group s operations in Zambia, which is reflected by the significant investment of over USD3 billion in KCM since 2004."" | ""Vedanta and KCM have a 50-year vision to continue mining for copper in Zambia and we look forward to further strengthening our relations with all stakeholders, including ZCCM-IH.""",Konkola Copper Mines,Chingola; Chililabombwe; Kitwe; Nampundwe,copper,Konkola Copper Mines,Social,Livelihoods & Economy,Employment creation and job security
http://news.xinhuanet.com/english/2016-12/25/c_135931421.htm,20161225,"Yearender: Political violence, economic slowdown dent Zambia in 2016 - Xinhua | English.news.cn",live_ok_trafilatura,1.0,0.9,0.8,"Environmental | Water Resources | Water management challenges -> ""the economic growth ... has been attributed to lower copper prices as copper exports account for about 70 percent of Zambia's foreign exchange earnings, while low water levels in key reservoirs due to poor rainfall worsened the power deficit."" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""The economic growth, the lowest since 1998, has been attributed to lower copper prices as copper exports account for about 70 percent of Zambia's foreign exchange earnings"" | ""Analysts say high unemployment levels among young people could have fueled the attacks as many young people took advantage of the situation to loot from foreign shops following the rising cost of living.""",,,copper,,Environmental || Social,Water Resources || Livelihoods & Economy,Water management challenges || Income generation and poverty reduction or exacerbation
http://reports.pr-inside.com/report-published-zambia-mining-report-q-r4556859.htm,20161223,,wayback_ok,1.0,1.0,0.9,"Social | Livelihoods & Economy | Employment creation and job security -> ""miners will become increasingly concerned about the uncertain political climate and will limit or halt new projects from coming online altogether."" || Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""over the first six months of 2015, the mining code was adjusted three times, increasing uncertainty among existing and potential long-term investors in the sector."" || Environmental | Air & Climate | Energy demand and consumption -> ""The volatility of power supply in hydropower-reliant countries will also warrant investor caution in energy intensive sectors across the region."" | ""For example, Zambian power supply deficits had a detrimental impact on mining operations in the country's Copperbelt ( see 'Challenges To Come From All Sides', October 25 2015)."" || Environmental | Water Resources | Water management challenges -> ""Previously, poor rainfall levels over 2014-2015, forced the government to ration water used in power generation, reportedly costing the state-owned utility Zesco USD116mn thus far in 2015."" || Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""The government's uncertainty regarding power tariffs will continue to deter potential new investment from entering the sector."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""Nava Bharat Ventures Ltd (Nava Bharat), Zambia's largest coal producer, will be the sector's key growth driver through the firm's Maamba project, the country's largest coal mine.""",Maamba project,Copperbelt,"copper, coal",Nava Bharat Ventures Ltd,Social || Governance || Environmental || Environmental || Governance || Social,"Livelihoods & Economy || Regulation, Compliance & Institutions || Air & Climate || Water Resources || Regulation, Compliance & Institutions || Livelihoods & Economy","Employment creation and job security || Legislative and regulatory framework effectiveness || Energy demand and consumption || Water management challenges || Legislative and regulatory framework effectiveness || Business opportunities (local supply chains, services)"
http://www.business-standard.com/article/pti-stories/uk-court-asks-vedanta-to-settle-usd-100mn-dispute-with-zambian-116122001393_1.html,20161220,,live_ok_newspaper,1.0,1.0,0.9,"Social | Livelihoods & Economy | Employment creation and job security -> ""Konkola Copper Mines (KCM) is one of Zambia's largest copper producers and one of the largest private sector employers in the country, with operations in four locations, namely Chingola, Chililabombwe, Kitwe and Nampundwe.""",Konkola Copper Mines Plc,Chingola; Chililabombwe; Kitwe; Nampundwe,copper,Vedanta Resources,Social,Livelihoods & Economy,Employment creation and job security
http://www.china.org.cn/world/Off_the_Wire/2016-12/20/content_39950645.htm,20161220,Top news items in major Zambian media outlets - China.org.cn,live_ok_trafilatura,0.95,0.95,0.9,"Social | Livelihoods & Economy | Equipment and materials availability affecting local labor markets -> ""-- A mining firm in Zambia has complained that the government's decision to ban the movement of public vehicles at night was hampering its operations."" | ""First Quantum Minerals (FQM), which operates Kansanshi Mine in Zambia, has since called on the government to lift the ban on copper trucks as it was hampering their operations."" | ""John Gladson, the company's head of government affairs said the mining operations had been hampered since the ban came into effect last month."" || Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""-- A mining firm in Zambia has complained that the government's decision to ban the movement of public vehicles at night was hampering its operations."" | ""First Quantum Minerals (FQM), which operates Kansanshi Mine in Zambia, has since called on the government to lift the ban on copper trucks as it was hampering their operations."" | ""John Gladson, the company's head of government affairs said the mining operations had been hampered since the ban came into effect last month.""",Kansanshi Mine,,copper,First Quantum Minerals,Social || Governance,"Livelihoods & Economy || Regulation, Compliance & Institutions",Equipment and materials availability affecting local labor markets || Legislative and regulatory framework effectiveness
http://www.dailymail.co.uk/wires/reuters/article-4057308/Copper-drifts-trade-volumes-dwindle-ahead-holiday.html,20161222,Copper drifts as trade volumes dwindle ahead of holiday | Daily Mail Online,live_ok_trafilatura,0.9,0.95,0.8,"Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""Zambia will scrap a plan to impose a 7.5 percent import duty on copper concentrates from Jan. 1, Finance Minister Felix Mutati said on Wednesday.""",,,copper,,Governance,"Regulation, Compliance & Institutions",Legislative and regulatory framework effectiveness
http://www.iol.co.za/business-report/economy/zambia-launches-probe-into-power-outage--minister-803990,20161223,Zambia launches probe into power outage -minister,live_ok_newspaper,0.95,0.95,0.8,"Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""Zambia launched investigations on Friday to determine the cause of a nationwide power blackout which disrupted copper production in Africa's largest producer of the metal, mines minister Maxwell Mwale said."" | ""Production at the mines is affected ...I am yet to receive a full report from the minister of energy,"" Mwale told Reuters by telephone from Lusaka.""",,,copper,,Social,Livelihoods & Economy,Income generation and poverty reduction or exacerbation
