sourceurl,sqldate,title,scrape_status,in_zambia_confidence,mining_related_confidence,impact_confidence,impact_evidence,mine_name,region,mineral_type,mining_company,impact_level1,impact_level2,impact_level3
https://diggers.news/guest-diggers/2020/09/20/why-the-copperbelt-remains-zambias-factory-of-political-change/,20200920,Why the Copperbelt remains Zambia's factory of political change – Zambia: News Diggers!,live_ok_newspaper,0.99,0.95,0.85,"Social | Livelihoods & Economy | Employment creation and job security -> ""It was also the hub of organised labour and developed a significant formal economy owing to the great number of unionised workers."" || Social | Livelihoods & Economy | Unemployment risks post-closure -> ""Despite declines in revenue (less profit/lower tax rates/tax avoidance measures etc.) and the number of mining jobs in recent decades"" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""When metal prices fell in the early 1970s for instance, they dragged down Zambia's economy for the next 30 years."" | ""the health of Zambia's economy remains closely tied to that of the Copperbelt, and the wellbeing of both still rests on the fortunes of copper on the international market.""",,Copperbelt,copper,,Social || Social || Social,Livelihoods & Economy || Livelihoods & Economy || Livelihoods & Economy,Employment creation and job security || Unemployment risks post-closure || Income generation and poverty reduction or exacerbation
https://thedeepdive.ca/zambias-royalty-tax-forces-canadian-copper-miner-to-halt-1-billion-investment/,20201001,Zambia's Royalty Tax Forces Canadian Copper Miner to Halt $1 Billion Investment | the deep dive,live_ok_trafilatura,0.95,0.95,0.85,"Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""the Zambian government decided to revamp its economic policy, and increase the mineral royalty tax on copper."" | ""Zambia's continuously changing tax regime."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""First Quantum Minerals Ltd (TSX: FM), a Canadian-based copper mining company, has decided to halt a $1 billion investment into its Kansanshi operation, citing reduced viability in Zambian projects."" | ""Cumulatively, the changes in the royalty structure have resulted in an estimated $2 billion in copper projects being put on hold within the country.""",Kansanshi,,copper,First Quantum Minerals,Governance || Social,"Regulation, Compliance & Institutions || Livelihoods & Economy","Legislative and regulatory framework effectiveness || Business opportunities (local supply chains, services)"
https://unctad.org/en/pages/newsdetails.aspx?OriginalVersionID=2481,20200929,How to beat the lack of data on illicit outflows draining Africa of capital and tax | UN Trade and Development (UNCTAD),live_ok_trafilatura,1.0,1.0,0.9,"Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""The government recovered about $1 million in unpaid export dues from mining companies just one year after piloting the Mineral Output Statistical Evaluation System (MOSES) in 2016."" | ""And for commodity-dependent nations such as Zambia, minerals are an important source of government revenue that's critically needed to improve schools, hospitals, roads or internet access for the 57.5% of the population that lives in poverty."" | ""Trade misinvoicing, the under-declaration of exports, and other fraudulent trade practices cost the southern African nation about $12.5 billion between 2013 and 2015, according to UNCTAD's Economic Development in Africa Report 2020."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""Ms. Sirimanne said MOSES also makes it easier and less costly to do business in the country, by simplifying the procedures for obtaining export permits, for example."" || Social | Livelihoods & Economy | Human capital development (skills, training, workforce development) -> ""In Zambia, UNCTAD trained a local team of system developers who became responsible for maintaining and further developing the tool after the project came to an end in 2017."" || Social | Equity, Rights & Vulnerable Groups | Wealth distribution and inequality -> """"It helps countries take more control over who benefits from their mineral wealth."""" || Governance | Transparency & Accountability | Corporate transparency and reporting -> ""In addition to tracking copper and other minerals as they travel from mines to borders, the system allows mining companies to submit their monthly mineral production reports electronically instead of travelling to the capital Lusaka to submit them in person."" || Governance | Regulation, Compliance & Institutions | Compliance with national and international standards -> """"MOSES quickly demonstrated its importance for Zambia's development strategies,"" said ZRA Commissioner General, Kingsley Chanda. ""Compliance by mining operators has greatly improved.""""",,Lusaka,copper,,Social || Social || Social || Social || Governance || Governance,"Livelihoods & Economy || Livelihoods & Economy || Livelihoods & Economy || Equity, Rights & Vulnerable Groups || Transparency & Accountability || Regulation, Compliance & Institutions","Income generation and poverty reduction or exacerbation || Business opportunities (local supply chains, services) || Human capital development (skills, training, workforce development) || Wealth distribution and inequality || Corporate transparency and reporting || Compliance with national and international standards"
https://unctad.org/en/pages/newsdetails.aspx?OriginalVersionID=2484,20201001,Mineral tracking tool helps Zambia combat illicit financial flows | UN Trade and Development (UNCTAD),live_ok_trafilatura,0.99,0.95,0.9,"Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""An UNCTAD data evaluation tool helps the southern African nation recover an additional $1 million in export dues from mining companies in one year."" | ""And for commodity-dependent nations such as Zambia, minerals are an important source of government revenue that's critically needed to improve schools, hospitals, roads or internet access for the 57.5% of the population that lives in poverty."" || Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> """"MOSES quickly demonstrated its importance for Zambia's development strategies,"" said ZRA Commissioner General, Kingsley Chanda. ""Compliance by mining operators has greatly improved."""" || Governance | Transparency & Accountability | Corporate transparency and reporting -> ""In addition to tracking copper and other minerals as they travel from mines to borders, the system allows mining companies to submit their monthly mineral production reports electronically instead of travelling to the capital Lusaka to submit them in person."" | """"You can't fight illicit financial flows without good data,"" said Shamika Sirimanne, director of UNCTAD's division on technology and logistics."" || Governance | Transparency & Accountability | Anti-corruption and bribery risks -> ""Trade misinvoicing, the under-declaration of exports, and other fraudulent trade practices cost the southern African nation about $12.5 billion between 2013 and 2015, according to UNCTAD's Economic Development in Africa Report 2020."" | ""But the UN's Economic Commission for Africa estimates that Zambia accounted for 65% of all African trade misinvoicing in copper."" || Governance | Regulation, Compliance & Institutions | Mining permitting and licensing practices -> ""Ms. Sirimanne said MOSES also makes it easier and less costly to do business in the country, by simplifying the procedures for obtaining export permits, for example."" || Social | Living Conditions & Social Fabric | Social infrastructure and amenities (education, healthcare, public services, leisure) -> ""And for commodity-dependent nations such as Zambia, minerals are an important source of government revenue that's critically needed to improve schools, hospitals, roads or internet access for the 57.5% of the population that lives in poverty.""",,,copper,,Social || Governance || Governance || Governance || Governance || Social,"Livelihoods & Economy || Regulation, Compliance & Institutions || Transparency & Accountability || Transparency & Accountability || Regulation, Compliance & Institutions || Living Conditions & Social Fabric","Income generation and poverty reduction or exacerbation || Legislative and regulatory framework effectiveness || Corporate transparency and reporting || Anti-corruption and bribery risks || Mining permitting and licensing practices || Social infrastructure and amenities (education, healthcare, public services, leisure)"
https://www.dispatchlive.co.za/africa/2020-09-29-zambia-chamber-of-mines-says-double-taxation-hurting-investment/,20200929,Zambia chamber of mines says double taxation hurting investment,live_ok_trafilatura,0.95,0.98,0.8,"Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""Zambia should treat mineral royalty payments as a deductible expense in order to avoid double taxation and attract investment, the Zambia Chamber of Mines said on Monday."" | ""Since 2019, mineral royalty payments have not been treated as a deductible expense when calculating corporate income tax and that provision was kept unchanged in the government's annual budget unveiled on Friday."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""Reversing that provision could unlock a series of investment approvals and kick-start economic recovery, it said."" | ""Such a change in the tax regime would help spur growth in the mining sector..."" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""Such a change in the tax regime would help spur growth in the mining sector and help bondholders mitigate their income loss during the proposed moratorium on coupon payments, the chamber said."" | ""The effect of this is that mining companies end up being taxed on income that has already been paid over as a royalty – a situation referred to as double taxation""",,,copper,,Governance || Social || Social,"Regulation, Compliance & Institutions || Livelihoods & Economy || Livelihoods & Economy","Legislative and regulatory framework effectiveness || Business opportunities (local supply chains, services) || Income generation and poverty reduction or exacerbation"
https://www.iol.co.za/business-report/companies/gemfields-losses-up-556-in-six-months-c08d9181-4391-4962-af66-bc450cdab737,20200921,Gemfields losses up 556% in six months,live_ok_newspaper,1.0,1.0,0.8,"Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""Revenue fell 83 percent to $15m from $89ma year earlier with the company's earnings before interest, taxes, depreciation, and amortization (Ebitda) loss of $22.5m."" | ""Gemfields swung to a net loss after tax of $56.7 million (R925.28m) at the end of June compared with a profit after tax of $12.4m in the first half of 2019 on travel restrictions and the restrictions on the movement of goods, which impeded both the mining operations and the overall market for its products."" | ""Gemfields said it was able to host only one auction during the period in the Kagem mine in Lusaka, Zambia in February, yielding revenues of $11.4m from the sale of commercial quality emeralds."" || Social | Livelihoods & Economy | Business opportunities (local supply chains, services) -> ""the restrictions on the movement of goods, which impeded both the mining operations and the overall market for its products."" | ""Gemfields said it was able to host only one auction during the period in the Kagem mine in Lusaka, Zambia in February, yielding revenues of $11.4m from the sale of commercial quality emeralds."" | ""Montepuez Ruby Mining Limitada (MRM) was unable to hold its usual June mixed quality ruby auction as a result of the various Covid-19 restrictions and as a result, generated no revenue for the period.""",Kagem,Lusaka,emeralds,Gemfields,Social || Social,Livelihoods & Economy || Livelihoods & Economy,"Income generation and poverty reduction or exacerbation || Business opportunities (local supply chains, services)"
https://www.lusakatimes.com/2020/09/18/hh-challenges-president-lungu-to-setup-a-commission-of-inquiry-into-privatization/,20200918,Zambia : HH Challenges President Lungu to Setup a Commission of Inquiry into privatization,live_ok_trafilatura,0.98,0.88,0.75,"Governance | Transparency & Accountability | Anti-corruption and bribery risks -> ""- The Mukula cartel allegations;"" | ""- The cartel supplying very expensive fuel to Zambia even when the global price is reasonably low and how those businessmen are bankrolling PF campaigns and State House."" | ""- The people of Zambia would like to know how Mr Lungu increased his wealth from about K2million in 2014 (according 2015 Presidential Elections declarations), to about K22million in 2016."" || Social | Livelihoods & Economy | Employment creation and job security -> ""explain to what happened to the employees' assets."" | ""it will also give Mr. Lungu a chance to explain his role in the privatisation exercise, and what happened to the assets and former employees of Zambia Cold Storage Board Limited."" || Governance | Regulation, Compliance & Institutions | Mining permitting and licensing practices -> ""- The selling of KCM after the 2001 elections;"" | ""I dispelled those allegations with documentation that I never sold any mine; I only advised the divestiture of a Hotel Mosi o Tunya..."" || Governance | Transparency & Accountability | Corporate transparency and reporting -> ""I want to say I heartily welcome that move urgently, for it will also give Mr. Lungu a chance to explain his role in the privatisation exercise"" | ""- The successive FIC report findings;""",KCM,,,,Governance || Social || Governance || Governance,"Transparency & Accountability || Livelihoods & Economy || Regulation, Compliance & Institutions || Transparency & Accountability",Anti-corruption and bribery risks || Employment creation and job security || Mining permitting and licensing practices || Corporate transparency and reporting
https://www.lusakatimes.com/2020/09/20/armed-thieves-rob-chinese-firm-in-luano/,20200920,Zambia : Armed thieves rob Chinese firm in Luano,live_ok_trafilatura,0.95,0.95,0.9,"Social | Health, Safety & Well-being | Worker health and safety risks -> ""Central Province Police Commissioner, Chola Katanga, confirmed to ZANIS that the suspected criminals further assaulted three Chinese Nationals and two Zambians at the company."" | """"The victims were rushed to Mkushi at Tusekelemo Private Hospital where they have been admitted on observation and their conditions are stable,"" he said."" || Social | Equity, Rights & Vulnerable Groups | Crime and social disorder (corruption, violence, substance abuse) -> """"We received the report from Saidi Mtonga aged 33, who is the human resource officer at Shi and Yan Mining Development Company, that over 10 suspected criminals armed with two unknown type of guns and sticks went at the Chinese hostels within the company premises and attacked three Chinese Nationals as well as two Zambian citizens,"" he said.""",,Luano District,,Shi and Yan Mining Development Company,Social || Social,"Health, Safety & Well-being || Equity, Rights & Vulnerable Groups","Worker health and safety risks || Crime and social disorder (corruption, violence, substance abuse)"
https://www.lusakatimes.com/2020/09/20/controlling-stake-in-mining-companies-will-guarantee-more-jobs-lusambo/,20200920,Zambia : Controlling stake in Mining Companies will Guarantee more Jobs-Lusambo,live_ok_trafilatura,0.98,0.98,0.8,"Social | Livelihoods & Economy | Employment creation and job security -> ""Mr Lusambo said the decision will guarantee and secure the mining jobs as government will have a final say on the mining industry."" | ""Copperbelt PF Mobilisation Chairman Bowman Lusambo says the decision by government through ZCCM-IH to increase its stakes in mining companies will benefit more miners."" || Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""Mr. Lusambo also pledged to immediately address the plight of ex miners who had worked for ZCCM and Mopani who are now languishing."" | ""He also promised to get to the bottom of the issues surrounding the non payment of ex-gratia allowances to ex miners by Mopani."" || Social | Living Conditions & Social Fabric | Demographic changes (migration, influx of workers, displacement) -> ""He stated that President Edgar Lungu has now sanctioned the release of over K500,000 to be used by the DMMU to work on access road leading to the farm land where the miners will be resettled."" | ""Mr. Lusambo said the former miners will soon be repatriated to the land as soon as access road are worked on."" || Governance | Regulation, Compliance & Institutions | Legislative and regulatory framework effectiveness -> ""Mr Lusambo said the decision will guarantee and secure the mining jobs as government will have a final say on the mining industry."" | ""Copperbelt PF Mobilisation Chairman Bowman Lusambo says the decision by government through ZCCM-IH to increase its stakes in mining companies will benefit more miners.""",,Mufulira,,"ZCCM-IH, Mopani",Social || Social || Social || Governance,"Livelihoods & Economy || Livelihoods & Economy || Living Conditions & Social Fabric || Regulation, Compliance & Institutions","Employment creation and job security || Income generation and poverty reduction or exacerbation || Demographic changes (migration, influx of workers, displacement) || Legislative and regulatory framework effectiveness"
https://www.lusakatimes.com/2020/09/20/ex-miners-demand-benefits-from-hh-who-is-neither-a-shareholder-nor-trustee-of-saturnia-fund/,20200920,Zambia : Ex-Miners Demand Benefits from HH who is neither a Shareholder nor a Trustee of Saturnia Fund,live_ok_trafilatura,0.95,0.95,0.88,"Social | Livelihoods & Economy | Income generation and poverty reduction or exacerbation -> ""The ex-miners have complained that the Saturnia Pensions Trust Fund is abusing people rights and has induced so much suffering on the miners who worked so hard to create wealth for the country."" | ""the company decided to only give retired miners 50% of their pension contributions"" | ""those fellow pensioners who have been struggling in court for 20 years and cannot get their money because of Saturnia."" || Social | Health, Safety & Well-being | Mental and physical health impacts on communities -> ""the Saturnia Pensions Trust Fund is abusing people rights and has induced so much suffering on the miners who worked so hard to create wealth for the country."" | ""He further stated that Saturnia is destroying a lot of lives"" || Social | Equity, Rights & Vulnerable Groups | Freedom and justice impacts in nearby communities -> ""The ex-miners have complained that the Saturnia Pensions Trust Fund is abusing people rights"" | ""those fellow pensioners who have been struggling in court for 20 years and cannot get their money because of Saturnia."" || Governance | Transparency & Accountability | Corporate transparency and reporting -> ""We demand an immediate account of the offshore investments that were made for KCM pensions scheme from 2000 up to 2018 as well as an immediate investigation into the conduct of the KCM pensions scheme board of trustees, the trade union and the KCM management,""",Konkola Copper Mines,,copper,Konkola Copper Mines,Social || Social || Social || Governance,"Livelihoods & Economy || Health, Safety & Well-being || Equity, Rights & Vulnerable Groups || Transparency & Accountability",Income generation and poverty reduction or exacerbation || Mental and physical health impacts on communities || Freedom and justice impacts in nearby communities || Corporate transparency and reporting
